utc_iso,session_id,harmony_version,harmony_profile,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,elapsed_s,event,from_state,to_state,source,destination,latitude,longitude,gps_accuracy_m,campus_x,campus_y,campus_z,map_x,map_y,map_z,vps_attempt,note,scenario_id,data_provenance,synthetic
2026-09-20T00:00:00.0000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,0.0,trial_started,,,Gps,B9-104,,,,,,,,,,,auto=True,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:00.0000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,0.0,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=0,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:10.3000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,10.3,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=10,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:20.6000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,20.6,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=20,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:30.9000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,30.9,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=30,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:41.2000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,41.2,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=40,KB09,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:51.5000000Z,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,51.5,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=50,KB09,SYNTHETIC_SUPPORT,1
,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,61.8,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=60,KB09,SYNTHETIC_SUPPORT,1
,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,72.1,transition_step_checkpoint,,,Gps,B9-104,,,,,,,,,,,step=70,KB09,SYNTHETIC_SUPPORT,1
,SYNTH_KB09_BT_3772_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,73.13,trial_finished,,,Gps,B9-104,,,,,,,,,,,user_finished_trial,KB09,SYNTHETIC_SUPPORT,1
