utc_iso,session_id,harmony_version,harmony_profile,quality_gate,temporal_dwell,map_id_check,recovery_fsm,adaptive_guidance,elapsed_s,state,source,destination,latitude,longitude,gps_accuracy_m,gps_valid,pdr_steps,pdr_confidence,campus_x,campus_y,campus_z,map_x,map_y,map_z,outdoor_remaining_m,vps_attempt,vps_state,vps_scan_s,indoor_state,indoor_pose_source,indoor_confidence,indoor_steps,heading_deg,indoor_remaining_m,route_revision,wrong_way_count,recovery_count,active_source,gps_age_s,gps_reliability,gps_stable_s,vps_valid,vps_reliability,vps_stable_s,vps_confidence,vps_confidence_available,vps_map_id,vps_map_id_available,vps_map_matches,source_toggle_count,position_jump_m,heading_jump_deg,candidate_source,gps_threshold_passed,vps_threshold_passed,gps_dwell_gate_passed,vps_dwell_gate_passed,decision_reason,scenario_id,data_provenance,synthetic
2026-09-20T00:00:00.0000000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,0.0,OutdoorGps,Gps,B9-104,10.7735949,106.660759,24.873,1,0,0.0,189.831,0.0,12.108,,,,,,,,,,,,255.228,,0,0,0,Gps,,0.3914,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:01.0150000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,1.015,OutdoorGps,Gps,B9-104,10.7737551,106.6608963,24.873,1,0,0.0,190.091,0.0,12.415,,,,,,,,,,,,251.868,,0,0,0,Gps,,0.3223,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:02.0300000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,2.03,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,193.409,0.0,16.677,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.2772,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:03.0450000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,3.045,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,195.953,0.0,20.252,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.2687,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:04.0600000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,4.06,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,196.622,0.0,21.198,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.2828,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:05.0750000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,5.075,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,196.733,0.0,21.355,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.3272,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:06.0900000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,6.09,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,196.75,0.0,21.379,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.3961,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:07.1050000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,7.105,OutdoorGps,Gps,B9-104,10.7737303,106.6608505,24.873,1,0,0.0,196.752,0.0,21.382,,,,,,,,,,,,245.574,,0,0,0,Gps,,0.3087,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:08.1200000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,8.12,OutdoorGps,Gps,B9-104,10.7736168,106.6609268,24.873,1,0,0.0,199.737,0.0,20.366,,,,,,,,,,,,212.892,,0,0,0,Gps,,0.2246,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:09.1350000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,9.135,OutdoorGps,Gps,B9-104,10.7736168,106.6609268,24.873,1,0,0.0,202.462,0.0,19.35,,,,,,,,,,,,212.892,,0,0,0,Gps,,0.2565,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:10.1500000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,10.15,OutdoorGps,Gps,B9-104,10.7736168,106.6609268,24.873,1,0,0.0,203.054,0.0,19.126,,,,,,,,,,,,212.892,,0,0,0,Gps,,0.378,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:11.1650000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,11.165,OutdoorGps,Gps,B9-104,10.7736168,106.6609268,24.873,1,0,0.0,203.151,0.0,19.09,,,,,,,,,,,,212.892,,0,0,0,Gps,,0.2174,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:12.1800000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,12.18,OutdoorGps,Gps,B9-104,10.7736168,106.6609268,24.873,1,0,0.0,203.164,0.0,19.084,,,,,,,,,,,,212.892,,0,0,0,Gps,,0.3056,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:13.1950000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,13.195,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,203.737,0.0,18.274,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.2726,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:14.2100000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,14.21,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,204.223,0.0,17.584,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.3544,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:15.2250000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,15.225,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,204.322,0.0,17.443,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.3042,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:16.2400000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,16.24,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,204.338,0.0,17.421,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.2861,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:17.2550000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,17.255,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,204.34,0.0,17.418,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.2947,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:18.2700000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,18.27,OutdoorGps,Gps,B9-104,10.7736149,106.6609116,24.873,1,0,0.0,204.34,0.0,17.417,,,,,,,,,,,,193.501,,0,0,0,Gps,,0.408,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:19.2850000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,19.285,OutdoorGps,Gps,B9-104,10.7736092,106.6608963,24.873,1,0,0.0,204.437,0.0,16.711,,,,,,,,,,,,252.454,,0,0,0,Gps,,0.2477,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:20.3000000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,20.3,OutdoorGps,Gps,B9-104,10.7736092,106.6608963,24.873,1,0,0.0,204.503,0.0,16.226,,,,,,,,,,,,252.454,,0,0,0,Gps,,0.3271,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
2026-09-20T00:00:21.3150000Z,SYNTH_KB12_BT_3403_FWD,BT,Quality + Dwell Baseline,1,1,0,0,0,21.315,OutdoorGps,Gps,B9-104,10.7736015,106.6608887,24.873,1,0,0.0,204.419,0.0,15.5,,,,,,,,,,,,264.372,,0,0,0,Gps,,0.2638,,0,,,0.0,0.0,,0.0,0.0,1,0.0,0.0,,,,,,,KB12,SYNTHETIC_SUPPORT,1
